Recipe ID,Calories,Fat,Trans Fat,Saturated Fat,Mono Unsaturated Fat,Poly Unsaturated Fat,Protein,Cholesterol,Carbohydrates,Net Carbohydrates,Alcohol,Fiber,Sugar,Sodium,Caffein,Manganese,Potassium,Magnesium,Calcium,Copper,Zinc,Phosphorus,Fluoride,Choline,Iron,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Folate,Folic Acid,Iodine,Selenium
251,307.95,10.85,NULL,1.68,NULL,NULL,34.59,93.5,14.94,14.41,0.0,0.53,12.41,478.03,NULL,0.15,924.92,57.15,49.01,0.47,1.21,357.17,NULL,NULL,1.8,204.91,0.4,0.67,13.64,2.89,1.46,5.41,3.77,NULL,NULL,25.02,51.54,NULL,NULL,62.93
252,712.95,44.14,NULL,12.87,NULL,NULL,68.73,235.71,5.81,5.78,0.0,NULL,5.75,222.18,NULL,0.06,1275.65,85.97,48.56,0.53,6.08,635.95,NULL,NULL,4.03,225.07,0.49,0.91,24.39,4.25,2.05,7.58,2.24,0.33,0.68,3.17,55.5,NULL,NULL,90.9
253,512.63,35.8,NULL,8.62,NULL,NULL,41.07,122.54,5.76,4.73,0.0,1.02,0.45,370.92,NULL,0.6,1156.43,80.31,107.08,0.5,1.89,428.15,NULL,NULL,3.95,382.24,0.53,0.78,15.78,3.11,1.69,5.63,13.04,0.18,1.22,4.21,63.66,NULL,NULL,71.27
254,700.02,59.42,NULL,25.5,NULL,NULL,36.98,184.9,6.32,3.62,0.0,2.7,2.58,545.2,NULL,0.25,1115.06,68.93,65.15,0.67,1.83,419.07,NULL,NULL,4.16,2081.14,0.57,0.84,14.63,3.24,1.53,5.48,10.84,NULL,4.44,63.5,109.95,NULL,NULL,65.57
255,765.82,54.15,NULL,30.3,NULL,NULL,48.21,331.59,23.12,18.02,0.0,5.1,11.12,980.75,NULL,0.57,1201.56,109.02,191.78,0.81,3.1,580.67,NULL,NULL,3.57,3539.55,0.54,0.83,11.66,2.55,1.3,4.18,39.08,2.01,1.67,43.54,115.16,NULL,NULL,51.2
256,393.21,28.96,NULL,6.62,NULL,NULL,26.9,66.11,7.17,3.94,0.0,3.24,2.54,835.98,NULL,0.33,778.75,64.66,307.1,0.33,1.55,371.9,NULL,NULL,2.4,10196.82,0.3,0.53,7.32,1.73,0.82,2.95,10.39,NULL,3.27,136.59,182.52,NULL,NULL,36.47
257,283.69,19.41,NULL,5.64,NULL,NULL,23.69,84.95,3.06,2.81,0.0,0.25,1.69,87.92,NULL,0.06,643.16,41.39,64.68,0.3,0.9,262.79,NULL,NULL,1.27,355.28,0.27,0.5,8.98,2.05,0.96,3.68,5.55,NULL,0.84,5.57,34.41,NULL,NULL,43.38
258,579.83,29.06,NULL,7.31,NULL,NULL,24.22,98.58,51.89,50.59,2.75,1.3,2.37,552.89,NULL,1.58,425.34,86.98,53.29,0.52,2.11,336.84,NULL,NULL,4.28,482.8,0.67,0.51,6.54,1.19,0.35,2.46,10.45,11.72,3.5,17.13,160.08,NULL,NULL,22.74
259,727.03,14.46,NULL,2.24,NULL,NULL,51.75,124.74,96.08,88.92,0.0,7.17,67.23,295.45,NULL,0.44,1211.21,74.39,102.09,0.63,1.55,464.47,NULL,NULL,7.56,12648.95,0.56,0.88,18.1,3.92,1.93,7.21,48.42,NULL,NULL,3.61,69.64,NULL,NULL,82.91
260,253.45,7.45,NULL,1.17,NULL,NULL,23.7,62.37,23.95,21.53,0.0,2.42,19.91,50.58,NULL,0.15,802.64,46.15,37.88,0.36,0.85,250.61,NULL,NULL,1.95,131.6,0.29,0.47,9.11,2.11,0.99,3.61,10.44,NULL,NULL,10.91,35.53,NULL,NULL,41.49
261,436.84,25.14,NULL,3.65,NULL,NULL,36.72,93.5,16.45,12.87,0.0,3.57,10.19,106.49,NULL,0.27,1266.5,77.32,76.43,0.56,1.4,403.19,NULL,NULL,3.27,1161.27,0.55,0.73,14.33,3.5,1.59,5.41,94.26,NULL,2.81,23.49,96.08,NULL,NULL,63.15
262,397.24,25.11,NULL,3.65,NULL,NULL,34.95,93.5,10.25,7.13,0.0,3.12,2.7,77.31,NULL,0.08,986.55,58.91,51.09,0.47,1.16,357.97,NULL,NULL,2.18,116.06,0.43,0.67,13.48,3.04,1.48,5.41,58.04,NULL,2.18,8.59,54.62,NULL,NULL,62.49
263,162.92,12.67,NULL,3.67,NULL,NULL,7.15,14.5,6.85,4.05,0.0,2.81,0.7,617.78,NULL,0.54,281.85,28.93,321.68,0.06,1.03,148.9,NULL,NULL,1.25,6639.05,0.09,0.29,0.82,0.15,0.17,0.22,64.05,NULL,1.53,258.28,42.46,NULL,NULL,7.07
264,142.06,11.93,NULL,1.59,NULL,NULL,2.72,0.0,8.41,4.46,0.0,3.95,3.76,657.4,NULL,0.47,480.54,51.74,105.79,0.22,0.59,63.77,NULL,NULL,1.59,2899.81,0.09,0.11,0.51,0.61,0.16,NULL,22.31,NULL,2.91,146.86,87.48,NULL,NULL,0.75
265,733.32,40.41,NULL,8.46,NULL,NULL,55.77,143.0,37.09,30.07,0.0,7.02,6.85,1554.36,NULL,0.5,2231.22,148.71,107.03,0.39,3.08,696.63,NULL,NULL,4.13,3743.98,0.53,0.38,9.77,1.37,1.4,3.03,130.82,2.8,7.13,218.26,104.38,NULL,NULL,90.05
266,625.33,33.9,NULL,24.08,NULL,NULL,30.98,53.41,50.98,47.36,0.0,3.61,1.21,130.32,NULL,1.67,941.28,115.97,85.31,0.55,2.3,352.8,NULL,NULL,7.08,171.07,0.24,0.53,11.17,1.08,0.6,4.95,16.02,10.24,1.9,6.13,59.51,NULL,NULL,49.09
267,469.62,10.48,NULL,2.17,NULL,NULL,34.36,53.34,58.26,55.44,3.09,2.82,3.88,612.19,NULL,2.6,1194.67,185.22,188.25,0.46,2.66,486.28,NULL,NULL,5.14,6388.16,0.53,0.38,6.75,0.98,0.69,1.1,34.77,1.05,3.38,311.85,189.71,NULL,NULL,84.06
268,685.04,37.03,NULL,14.39,NULL,NULL,51.15,147.47,32.52,27.69,0.0,4.83,3.34,127.46,NULL,0.98,821.17,121.77,94.46,0.36,7.53,473.49,NULL,NULL,7.42,3002.91,0.25,0.42,7.69,1.31,0.89,2.6,96.67,0.16,2.72,16.95,123.55,NULL,NULL,24.54
269,676.68,44.06,NULL,20.3,NULL,NULL,19.25,74.71,55.71,42.07,0.0,13.64,11.72,637.3,NULL,0.78,1371.25,100.73,186.98,0.87,2.18,345.97,NULL,NULL,3.07,33505.65,0.33,0.54,4.15,3.73,0.9,0.41,20.46,0.61,3.3,88.93,119.82,NULL,NULL,9.97
270,467.0,20.45,NULL,5.53,NULL,NULL,37.32,117.66,23.8,20.81,5.01,2.99,13.12,267.55,NULL,0.33,947.34,59.59,75.58,0.28,5.85,420.83,NULL,NULL,3.07,NULL,1.64,0.65,8.61,1.66,0.97,1.45,13.77,NULL,1.1,9.48,41.18,NULL,NULL,54.65
271,568.11,9.1,NULL,2.46,NULL,NULL,62.2,438.81,55.33,52.18,0.0,3.14,4.54,2230.47,NULL,1.31,1195.59,96.66,64.69,0.96,8.57,748.48,NULL,NULL,28.41,27809.93,0.52,3.67,34.72,10.63,2.33,29.79,141.86,0.16,1.65,176.42,309.78,NULL,NULL,120.26
272,705.39,25.05,NULL,10.69,NULL,NULL,47.46,239.99,71.71,67.67,0.0,4.04,19.69,1041.64,NULL,0.72,1024.7,79.17,212.78,0.35,4.39,947.84,NULL,NULL,5.09,908.04,1.94,0.91,15.23,2.41,1.47,1.39,10.95,0.91,1.51,90.62,90.92,NULL,NULL,67.3
273,375.62,16.52,NULL,7.21,NULL,NULL,33.3,105.61,22.41,19.66,0.0,2.74,5.66,622.19,NULL,0.34,760.22,56.37,97.58,0.15,2.64,369.76,NULL,NULL,2.27,2686.37,1.12,0.43,13.18,1.45,1.24,0.73,98.22,0.54,1.65,30.02,80.05,NULL,NULL,52.49
274,661.47,20.56,NULL,7.39,NULL,NULL,68.42,260.84,46.72,42.89,0.0,3.82,2.12,1140.07,NULL,0.83,1139.78,106.92,275.39,0.26,3.69,749.78,NULL,NULL,6.64,588.36,0.85,0.78,28.77,4.06,1.95,1.1,6.85,0.96,1.14,42.43,122.02,NULL,NULL,108.06
275,373.63,21.9,NULL,8.5,NULL,NULL,36.41,116.63,8.83,5.1,0.0,3.73,1.72,894.18,NULL,1.08,1151.47,137.54,238.99,0.29,3.3,434.65,NULL,NULL,3.84,13212.88,1.05,0.7,11.89,1.34,1.29,0.97,26.87,0.59,3.92,506.51,206.99,NULL,NULL,53.65
276,490.23,19.5,NULL,5.88,NULL,NULL,29.64,39.88,48.48,30.72,0.0,17.76,10.01,626.3,NULL,0.85,1031.55,89.34,59.07,0.47,3.12,338.56,NULL,NULL,6.37,3124.52,0.59,0.45,6.89,1.38,0.76,NULL,102.63,NULL,3.28,7.91,292.49,NULL,NULL,11.14
277,188.75,7.28,NULL,1.6,NULL,NULL,8.99,6.07,24.49,17.84,0.0,6.64,15.25,263.83,NULL,0.48,1065.51,84.28,174.84,0.49,1.5,217.37,NULL,NULL,1.68,653.24,0.24,0.37,1.03,1.98,0.43,0.42,28.02,0.52,1.03,80.0,116.75,NULL,NULL,5.61
278,437.41,35.44,NULL,4.85,NULL,NULL,8.02,0.0,31.19,12.72,0.0,18.47,4.7,253.79,NULL,0.56,1317.59,79.62,108.42,0.47,1.59,141.98,NULL,NULL,3.49,5129.23,0.2,0.32,4.24,2.95,0.64,NULL,33.67,NULL,5.05,109.53,244.22,NULL,NULL,1.08
279,238.35,15.01,NULL,2.22,NULL,NULL,9.0,0.75,24.07,12.7,0.0,11.37,8.93,242.97,NULL,0.7,1054.59,69.29,133.64,0.61,1.82,207.83,NULL,NULL,6.55,2327.47,0.39,0.47,3.65,1.6,0.45,0.1,44.53,NULL,5.2,156.47,193.5,NULL,NULL,7.65
280,283.63,9.42,NULL,1.91,NULL,NULL,11.79,6.59,40.47,23.72,0.0,16.75,5.83,1076.32,NULL,0.56,806.43,72.97,90.76,0.4,1.27,218.45,NULL,NULL,4.05,5445.01,0.31,0.34,2.05,0.82,0.25,NULL,12.48,NULL,1.32,12.19,132.17,NULL,NULL,3.14
281,87.22,5.25,NULL,0.76,NULL,NULL,2.24,0.0,9.99,5.71,0.0,4.28,3.7,233.23,NULL,0.19,350.0,21.06,31.8,0.1,0.38,40.41,NULL,NULL,0.78,2209.13,0.07,0.08,0.92,0.62,0.2,NULL,39.25,NULL,0.94,38.85,50.65,NULL,NULL,0.88
282,565.84,19.15,NULL,7.71,NULL,NULL,45.43,100.4,55.76,43.89,0.0,11.86,11.62,1904.11,NULL,1.12,1600.86,148.04,131.89,0.74,10.21,579.38,NULL,NULL,8.57,3117.6,0.49,0.45,9.11,1.86,1.18,5.78,21.81,NULL,1.76,23.39,194.96,NULL,NULL,35.44
283,311.77,3.78,NULL,0.67,NULL,NULL,24.33,36.16,49.24,37.07,0.0,12.17,13.08,955.98,NULL,0.52,1312.86,116.22,109.34,0.57,2.92,404.86,NULL,NULL,5.07,478.0,0.33,0.38,9.34,1.83,0.99,0.12,24.36,NULL,1.85,7.25,100.48,NULL,NULL,20.68
284,156.9,8.56,NULL,1.22,NULL,NULL,5.05,0.0,18.89,14.9,0.0,3.99,6.8,507.15,NULL,0.35,532.1,37.74,44.14,0.26,0.94,126.34,NULL,NULL,1.27,6267.64,0.15,0.32,3.46,1.35,0.39,NULL,84.44,NULL,1.35,33.43,61.99,NULL,NULL,5.67
285,345.99,7.81,NULL,1.18,NULL,NULL,25.41,36.29,49.52,37.23,0.0,12.29,11.93,887.31,NULL,1.62,1919.97,200.37,311.04,0.86,2.34,382.7,NULL,NULL,11.45,1920.46,0.52,0.52,11.46,1.59,1.02,0.11,142.69,NULL,3.91,230.44,160.25,NULL,NULL,25.12
286,130.25,4.3,NULL,0.66,NULL,NULL,3.04,0.0,23.29,18.34,0.0,4.95,7.0,251.56,NULL,0.59,658.16,58.62,123.21,3.99,0.54,87.11,NULL,NULL,1.46,19740.25,0.2,0.13,2.34,0.75,0.34,NULL,59.74,NULL,2.51,73.39,63.04,NULL,NULL,1.15
287,282.76,4.42,NULL,0.92,NULL,NULL,32.4,74.28,30.31,21.85,0.0,8.46,8.19,743.73,NULL,0.56,1016.9,96.55,63.9,0.37,1.8,377.89,NULL,NULL,3.15,458.42,0.32,0.3,14.11,2.24,1.08,0.24,14.2,NULL,1.74,7.62,119.37,NULL,NULL,38.35
288,834.51,49.15,NULL,16.23,NULL,NULL,51.46,233.18,45.67,36.87,0.0,8.8,10.56,3950.29,NULL,0.69,1983.21,109.85,141.72,0.58,9.73,533.06,NULL,NULL,7.98,3104.57,0.4,0.65,13.34,2.82,1.63,5.5,184.42,0.32,0.63,275.76,141.39,NULL,NULL,62.82
289,218.08,5.18,NULL,0.78,NULL,NULL,9.43,0.0,36.47,27.01,0.0,9.46,8.14,683.14,NULL,0.57,820.85,69.25,93.44,0.39,1.24,190.57,NULL,NULL,3.9,1546.68,0.24,0.22,2.53,0.54,0.32,NULL,59.54,NULL,2.44,12.57,93.95,NULL,NULL,2.47
290,838.71,37.04,NULL,5.78,NULL,NULL,61.94,144.64,68.29,49.49,0.0,18.8,5.36,1413.02,NULL,1.68,2175.01,195.84,112.81,0.66,3.63,787.86,NULL,NULL,5.04,1396.79,0.53,0.55,29.01,5.47,2.34,0.45,41.49,0.23,5.75,103.37,199.03,NULL,NULL,74.83
291,610.55,25.36,NULL,7.69,NULL,NULL,22.55,74.96,75.65,70.94,0.0,4.71,5.69,700.26,NULL,0.75,781.76,85.58,469.04,0.38,2.62,447.11,NULL,NULL,4.6,14715.37,0.52,0.6,4.27,1.13,0.38,0.49,15.72,0.44,4.11,27.68,126.73,NULL,NULL,31.73
292,326.14,11.93,NULL,4.53,NULL,NULL,21.77,63.59,37.83,31.91,0.0,5.93,10.06,267.8,NULL,0.55,1364.74,119.18,126.03,0.41,1.26,311.92,NULL,NULL,2.57,23426.36,0.51,0.45,10.37,2.75,1.09,2.73,47.39,0.24,3.05,23.77,111.34,NULL,NULL,32.93
293,709.73,24.56,NULL,6.7,NULL,NULL,46.51,123.91,78.19,65.33,0.0,12.86,13.83,393.48,NULL,1.18,2362.76,162.7,174.24,0.61,2.67,631.07,NULL,NULL,4.24,37456.74,0.49,0.54,21.11,5.63,2.39,0.35,149.36,0.28,4.33,178.83,145.12,NULL,NULL,60.21
294,139.54,5.84,NULL,0.86,NULL,NULL,5.88,0.0,19.61,13.35,0.0,6.26,2.68,349.7,NULL,0.55,472.75,65.03,138.12,0.48,1.28,138.36,NULL,NULL,3.1,5232.04,0.23,0.17,2.27,0.42,0.31,NULL,52.22,NULL,1.02,41.4,62.12,NULL,NULL,3.86
295,120.38,5.08,NULL,2.92,NULL,NULL,7.24,18.44,13.45,10.51,0.0,2.94,4.78,370.81,NULL,0.3,469.48,41.94,191.31,0.08,1.1,180.13,NULL,NULL,1.23,1539.75,0.16,0.34,1.1,0.96,0.28,0.54,92.95,0.72,1.07,206.37,75.68,NULL,NULL,6.95
296,495.9,23.55,NULL,10.45,NULL,NULL,21.84,50.34,54.5,44.52,0.0,9.99,10.91,1752.19,NULL,0.79,1589.55,109.48,585.34,0.34,3.4,491.41,NULL,NULL,3.93,3229.81,0.33,0.56,3.32,2.08,0.95,0.68,217.65,0.32,2.66,434.26,184.24,NULL,NULL,18.53
297,480.68,10.03,NULL,4.5,NULL,NULL,24.59,23.81,74.83,66.54,0.0,8.29,9.92,951.35,NULL,1.34,1026.59,102.97,257.47,0.5,2.92,395.77,NULL,NULL,3.8,1712.27,0.93,0.37,4.44,1.27,0.5,1.22,78.28,NULL,2.88,81.1,114.27,NULL,NULL,61.4
298,440.29,18.82,NULL,5.71,NULL,NULL,17.76,21.0,56.15,47.46,0.0,8.68,6.98,93.89,NULL,1.73,928.5,159.02,254.0,0.62,2.62,385.92,NULL,NULL,4.34,3591.6,0.36,0.42,3.1,1.44,0.66,NULL,74.09,NULL,3.46,49.78,175.01,NULL,NULL,9.55
299,337.03,18.47,NULL,6.62,NULL,NULL,28.91,65.54,16.99,10.92,0.0,6.07,4.89,234.22,NULL,0.6,860.8,66.78,167.37,0.37,2.26,350.66,NULL,NULL,3.4,2049.07,0.22,0.47,7.14,2.1,0.82,0.26,198.67,NULL,3.04,214.23,141.53,NULL,NULL,23.69
300,246.86,6.55,NULL,2.25,NULL,NULL,9.95,8.51,39.44,33.92,0.0,5.52,5.79,197.4,NULL,0.46,1168.17,64.58,195.16,0.41,1.64,268.72,NULL,NULL,2.16,560.28,0.24,0.4,3.6,1.56,0.67,0.34,79.14,NULL,0.95,84.82,76.03,NULL,NULL,13.84
301,249.13,8.13,NULL,1.56,NULL,NULL,17.63,0.0,33.76,24.41,0.0,9.35,9.8,1069.47,NULL,0.85,1358.44,92.76,192.86,0.45,2.09,333.83,NULL,NULL,3.63,1796.99,0.31,0.48,5.44,1.76,0.67,0.24,259.52,NULL,2.73,294.31,196.85,NULL,NULL,8.32
302,374.3,24.71,NULL,3.78,NULL,NULL,14.6,0.0,32.61,20.21,0.0,12.4,7.81,704.58,NULL,1.15,1499.49,117.02,261.19,0.4,2.28,346.02,NULL,NULL,4.08,2826.51,0.36,0.57,3.21,2.65,0.88,NULL,405.54,NULL,3.89,465.57,294.13,NULL,NULL,13.23
303,257.5,16.09,NULL,2.01,NULL,NULL,9.9,0.0,24.1,16.18,0.0,7.92,5.94,516.17,NULL,0.84,861.38,84.25,141.41,0.27,1.44,217.91,NULL,NULL,2.84,2491.91,0.26,0.45,2.61,1.38,0.5,NULL,212.04,NULL,6.66,214.67,157.23,NULL,NULL,8.67
304,686.34,43.22,NULL,9.91,NULL,NULL,19.47,29.37,62.8,47.71,1.59,15.09,30.87,620.02,NULL,1.7,2308.9,142.57,420.35,0.63,3.48,431.36,NULL,NULL,4.49,9864.64,0.48,0.46,7.16,2.01,1.34,0.75,149.39,0.15,9.08,92.03,188.32,NULL,NULL,11.8
305,556.69,16.36,NULL,2.43,NULL,NULL,19.71,0.48,91.64,85.85,0.0,5.79,12.45,2242.53,NULL,3.2,848.98,185.33,123.59,0.58,2.82,354.73,NULL,NULL,5.05,1115.62,0.58,0.35,6.6,1.66,0.74,NULL,152.64,NULL,3.21,116.68,143.87,NULL,NULL,66.44
306,324.82,11.6,NULL,1.66,NULL,NULL,9.57,0.0,46.47,40.81,0.0,5.66,6.05,21.4,NULL,0.87,407.9,57.37,64.12,0.31,1.45,162.41,NULL,NULL,2.21,1077.91,0.2,0.14,2.19,0.39,0.24,NULL,32.23,NULL,1.81,44.15,60.33,NULL,NULL,29.76
307,237.18,1.13,NULL,0.17,NULL,NULL,10.18,0.0,48.59,43.0,0.0,5.58,4.89,221.81,NULL,0.7,706.03,63.02,80.05,0.29,0.96,137.51,NULL,NULL,2.05,10638.95,0.16,0.13,2.59,0.75,0.27,NULL,29.16,NULL,1.9,24.6,42.66,NULL,NULL,30.54
308,680.79,13.4,NULL,2.07,NULL,NULL,21.34,0.0,108.23,97.28,7.95,10.96,13.93,234.57,NULL,2.04,1321.74,138.92,160.17,0.76,3.24,403.7,NULL,NULL,6.85,2447.94,0.41,0.48,4.67,1.41,0.82,NULL,55.47,NULL,4.45,84.68,145.74,NULL,NULL,76.2
309,396.6,14.54,NULL,2.04,NULL,NULL,5.21,0.0,63.88,59.22,0.0,4.66,8.17,1024.69,NULL,0.76,692.01,68.52,109.41,0.25,0.77,111.36,NULL,NULL,2.55,10533.69,0.14,0.29,2.38,0.67,0.36,NULL,27.16,NULL,2.55,302.62,151.03,NULL,NULL,3.75
310,114.1,1.57,NULL,0.22,NULL,NULL,5.28,0.0,20.86,17.63,0.0,3.24,3.15,74.86,NULL,0.65,484.38,50.37,94.83,0.19,0.67,89.31,NULL,NULL,1.96,5083.35,0.09,0.2,1.38,0.55,0.19,NULL,21.44,NULL,1.19,211.99,110.14,NULL,NULL,4.98
311,373.11,14.66,NULL,2.9,NULL,NULL,12.42,6.36,48.64,45.23,0.0,3.41,2.81,331.49,NULL,0.77,361.28,66.91,136.79,0.32,1.82,224.48,NULL,NULL,2.58,1958.82,0.1,0.13,1.72,0.57,0.17,0.17,30.79,NULL,1.28,373.45,51.03,NULL,NULL,38.87
312,921.96,39.53,NULL,11.93,NULL,NULL,33.51,73.44,109.31,101.06,0.0,8.25,18.22,1059.04,NULL,1.73,1204.82,129.25,202.21,5.34,4.37,462.94,NULL,NULL,5.93,1066.14,0.54,0.4,8.54,1.88,0.83,1.04,23.28,1.11,4.63,30.44,67.49,NULL,NULL,74.9
313,595.8,11.63,NULL,5.84,NULL,NULL,30.98,43.25,91.23,85.16,0.0,6.07,5.31,913.62,NULL,1.43,640.93,102.85,452.3,0.46,3.31,540.59,NULL,NULL,3.85,2198.88,0.25,0.32,5.88,1.02,0.42,0.46,24.15,0.39,2.02,134.25,82.02,NULL,NULL,86.37
314,285.71,8.07,NULL,1.31,NULL,NULL,10.55,0.0,47.77,45.7,0.0,2.08,0.68,153.66,NULL,2.0,320.72,116.24,42.44,0.51,2.04,212.81,NULL,NULL,2.95,353.32,0.33,0.12,3.5,1.0,0.25,NULL,4.1,NULL,0.64,32.95,58.81,NULL,NULL,43.33
315,815.83,31.88,NULL,7.49,NULL,NULL,40.09,89.72,94.91,87.36,0.0,7.54,7.0,998.53,NULL,1.16,960.03,97.98,81.25,0.44,2.28,459.17,NULL,NULL,4.16,919.07,0.49,0.44,15.76,2.38,1.15,0.26,69.63,0.22,4.22,28.78,99.77,NULL,NULL,96.09
316,507.92,21.7,NULL,8.1,NULL,NULL,24.98,38.62,57.68,48.56,0.0,9.12,17.69,623.7,NULL,1.24,1742.68,116.42,461.78,0.77,3.26,488.37,NULL,NULL,3.35,5924.39,0.31,0.43,4.88,1.21,0.65,0.47,88.82,0.18,4.88,108.54,127.98,NULL,NULL,40.87
317,412.48,4.36,NULL,0.87,NULL,NULL,18.6,1.07,79.46,66.08,0.0,13.38,16.68,1214.66,NULL,1.68,1640.93,145.61,216.61,0.83,2.85,310.8,NULL,NULL,7.26,10832.72,0.38,0.31,4.37,1.33,0.72,NULL,41.45,NULL,4.19,36.86,140.11,NULL,NULL,30.52
318,313.78,8.34,NULL,1.23,NULL,NULL,9.76,0.6,50.04,46.86,0.0,3.18,3.33,140.67,NULL,0.81,426.35,77.69,44.42,0.3,1.14,153.62,NULL,NULL,1.89,3317.47,0.1,0.11,1.75,0.39,0.19,NULL,19.6,NULL,2.2,421.95,23.75,NULL,NULL,39.86
319,161.8,3.08,NULL,0.43,NULL,NULL,8.97,0.0,25.83,14.38,0.0,11.45,4.37,207.49,NULL,0.52,460.66,50.67,36.45,0.22,1.74,163.89,NULL,NULL,3.28,2097.14,0.31,0.1,1.32,0.96,0.24,NULL,6.2,NULL,0.63,6.76,171.57,NULL,NULL,2.83
320,501.49,40.33,NULL,5.77,NULL,NULL,5.63,0.0,39.22,22.16,0.0,17.06,17.9,209.59,NULL,0.34,1298.87,76.63,87.13,0.46,1.43,130.74,NULL,NULL,1.45,691.08,0.28,0.33,4.02,3.21,0.63,NULL,113.07,NULL,6.03,61.53,218.65,NULL,NULL,1.62
321,766.97,33.83,NULL,7.07,NULL,NULL,22.74,11.25,99.91,81.57,0.0,18.35,27.39,710.93,NULL,1.24,1944.12,119.29,222.1,1.26,2.55,292.35,NULL,NULL,8.07,6887.6,0.54,0.69,8.49,2.48,0.98,NULL,57.48,NULL,9.82,78.07,138.74,NULL,NULL,19.97
322,766.32,31.68,NULL,4.99,NULL,NULL,28.58,5.72,92.61,80.23,0.0,12.38,9.35,1100.83,NULL,1.09,2161.5,141.97,201.53,0.66,2.35,481.8,NULL,NULL,5.24,228.06,0.47,0.42,5.14,1.74,1.51,0.82,99.47,NULL,4.23,55.31,139.99,NULL,NULL,14.7
323,139.95,10.05,NULL,1.43,NULL,NULL,3.13,0.0,11.87,7.28,0.0,4.59,3.4,517.01,NULL,0.52,353.24,49.92,147.19,0.42,1.02,89.83,NULL,NULL,1.84,2551.95,0.13,0.2,1.42,0.56,0.25,NULL,57.76,NULL,1.04,92.22,58.5,NULL,NULL,3.33
324,182.41,3.38,NULL,0.7,NULL,NULL,15.74,34.19,10.79,10.4,6.18,0.4,1.79,421.74,NULL,4.2,538.52,52.83,50.55,0.17,2.13,265.51,NULL,NULL,5.23,247.61,0.22,0.32,2.97,0.64,0.17,13.88,12.97,NULL,0.7,12.95,58.5,NULL,NULL,53.71
325,379.18,23.21,NULL,13.14,NULL,NULL,38.53,85.0,8.91,4.7,0.0,4.2,2.03,240.71,NULL,0.6,650.22,66.04,60.59,0.26,0.9,331.52,NULL,NULL,2.61,NULL,0.09,0.13,6.85,1.0,0.34,2.69,14.63,5.27,0.78,2.54,47.17,NULL,NULL,73.46
326,42.6,0.47,NULL,0.08,NULL,NULL,1.75,0.0,12.49,8.27,0.0,4.23,2.87,15.17,NULL,0.21,235.09,22.38,69.56,0.12,0.25,28.29,NULL,NULL,1.41,660.96,0.06,0.06,0.37,0.26,0.11,NULL,62.02,NULL,0.16,NULL,29.0,NULL,NULL,NULL
327,419.04,15.12,NULL,8.18,NULL,NULL,20.27,51.98,56.82,48.29,0.0,8.53,32.03,383.84,NULL,0.83,1598.0,112.88,524.4,0.35,3.49,493.74,NULL,NULL,3.3,3956.48,0.33,0.68,2.81,1.97,0.81,1.51,66.98,0.37,2.91,20.34,109.67,NULL,NULL,11.04
328,184.27,6.24,NULL,0.83,NULL,NULL,15.18,0.0,18.72,15.49,0.0,3.23,10.57,318.59,NULL,0.38,598.41,42.1,189.39,0.29,0.68,117.95,NULL,NULL,2.51,442.61,0.15,0.29,2.36,0.9,0.32,NULL,71.9,NULL,0.52,5.44,50.94,NULL,NULL,3.89
329,676.79,37.67,NULL,6.69,NULL,NULL,57.07,145.15,28.5,25.92,0.77,2.58,19.33,2076.83,NULL,0.67,1183.2,129.3,61.33,0.26,2.32,616.23,NULL,NULL,2.29,192.57,0.22,0.33,28.47,3.74,1.95,0.45,26.1,0.23,5.22,8.31,54.13,NULL,NULL,74.53
330,16.27,0.13,NULL,0.03,NULL,NULL,0.55,0.0,2.93,2.32,0.0,0.61,0.13,202.07,NULL,0.26,46.87,4.49,21.87,0.04,NULL,11.36,NULL,NULL,0.3,157.08,NULL,NULL,15.43,NULL,0.07,NULL,28.88,NULL,NULL,2.62,157.48,NULL,NULL,0.85
331,395.42,27.37,NULL,7.3,NULL,NULL,29.88,115.6,7.18,4.66,0.0,2.51,2.22,890.32,NULL,0.25,469.45,44.82,52.3,0.13,2.28,253.17,NULL,NULL,2.56,2101.15,0.13,0.25,11.07,1.6,0.73,0.48,47.38,0.31,2.03,18.41,26.41,NULL,NULL,23.0
332,443.02,6.36,NULL,0.94,NULL,NULL,76.77,468.76,16.64,14.79,0.0,1.85,4.78,3571.19,NULL,0.44,1140.71,142.81,236.91,0.76,4.02,1188.88,NULL,NULL,3.03,1354.6,0.29,0.3,28.27,1.57,1.73,6.1,18.24,2.26,5.09,2.76,92.97,NULL,NULL,203.23
333,305.87,4.59,NULL,0.55,NULL,NULL,3.67,0.0,71.13,59.47,0.0,11.66,48.87,199.51,NULL,1.62,388.84,30.56,33.68,0.28,0.79,60.1,NULL,NULL,1.47,309.53,0.18,0.2,2.02,0.61,0.26,NULL,48.5,NULL,3.14,93.15,31.19,NULL,NULL,NULL
334,695.67,15.8,NULL,2.43,NULL,NULL,46.37,72.32,101.11,96.9,1.7,4.2,18.89,3588.87,NULL,1.98,1285.37,211.66,175.85,0.8,4.35,731.22,NULL,NULL,5.67,117.21,0.62,0.61,19.15,4.02,1.62,0.23,20.86,0.45,0.69,14.05,112.14,NULL,NULL,45.86
